09,09,09,09,09,09,09,09,09,09,09,09,09,09,09,09,09,09,09,09,09,09,09,09
09,09,09,09,09,09,09,09,09,09,09,09,09,09,09,09,09,09,09,09,09,09,09,09
09,09,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,09,09
09,09,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,09,09
09,09,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,09,09
09,09,00,00,00,00,00,00,00,00,00,00,00,32,30,30,30,30,30,30,30,30,09,09
09,09,00,00,00,00,00,00,00,00,00,00,00,31,01,56,57,58,59,01,01,01,09,09
09,09,00,00,00,00,00,00,00,00,00,00,00,31,01,84,85,86,87,01,01,01,09,09
09,09,00,00,00,00,00,00,00,00,00,00,00,31,01,01,01,01,01,01,60,61,09,09
09,09,00,00,00,00,00,00,00,00,00,00,00,31,01,01,01,01,01,01,88,89,09,09
09,09,00,00,00,00,00,00,00,00,00,00,00,31,01,01,01,01,01,01,62,63,09,09
09,09,00,00,00,00,00,00,00,00,00,00,00,31,01,01,01,01,01,01,90,91,09,09
09,09,00,00,00,00,00,00,00,00,00,00,00,31,01,01,01,01,01,01,01,01,09,09
09,09,00,00,00,00,00,00,00,00,00,00,00,31,01,01,01,01,01,01,01,01,09,09
09,09,00,00,00,00,00,00,00,00,00,00,00,36,01,01,01,01,01,01,01,01,09,09
09,09,00,00,00,00,00,00,00,00,00,00,00,00,01,01,01,01,01,01,01,01,09,09
09,09,00,00,00,00,00,00,00,00,00,00,00,00,01,01,01,01,01,01,01,01,09,09
09,09,00,00,00,00,00,00,00,00,00,00,00,37,01,01,01,01,01,01,01,01,09,09
09,09,00,00,00,00,00,00,00,00,00,00,00,31,01,01,01,01,01,01,01,01,09,09
09,09,00,00,00,00,00,00,00,00,00,00,00,31,01,01,01,01,01,01,01,01,09,09
09,09,00,00,00,00,00,00,00,00,00,00,00,31,01,01,01,01,01,01,01,01,09,09
09,09,00,00,00,00,00,00,00,00,00,00,00,31,01,01,01,01,01,01,01,01,09,09
09,09,00,00,00,00,00,00,00,00,00,00,00,31,01,01,01,01,01,01,01,01,09,09
09,09,00,00,00,00,00,00,00,00,00,00,00,31,01,66,67,01,66,67,01,01,09,09
09,09,00,00,00,00,00,00,00,00,00,00,00,31,01,94,95,01,94,95,01,01,09,09
09,09,00,00,00,00,00,00,00,00,00,00,00,34,30,30,30,30,30,30,30,30,09,09
09,09,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,09,09
09,09,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,09,09
09,09,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,09,09
09,09,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,09,09
09,09,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,09,09
09,09,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,09,09
09,09,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,09,09
09,09,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,09,09
09,09,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,09,09
09,09,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,09,09
09,09,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,09,09
09,09,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,09,09
09,09,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,09,09
09,09,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,09,09
09,09,09,09,09,09,09,09,09,09,09,09,09,09,09,09,09,09,09,09,09,09,09,09
09,09,09,09,09,09,09,09,09,09,09,09,09,09,09,09,09,09,09,09,09,09,09,09
